Loan Application Number,Loan Amount,Loan Duration,Interest Rate,EMI,Borrower Rating by Bank,Borrower's Duration of Employment,Home Ownership of Borrower,Annual Income of Borrower,Borrower's Verification Status,Loan Issue Date,Purpose of Loan,State,Debt-to-Income Ratio (A ratio calculated based on Borrower's monthly debt repayments to self-reported monthly income),Borrower Delinquency in Last Two Years,Date of Borrower's First  Loan,Number of Months Since the Borrower's Last Delinquency,The Number of Months Since the Borrower's Credit Record  was Updated,Number of Times the Borrower has Availed Loan from the Bank,Number of Negative Comments About the Borrower in Credit History,Total Credit Revolving Balance,Percentage of Credit the Borrower is Using Relative to All Available Revolving Credit,Number of Times the Borrower has Availed Loan from All Banks,Late Fees Received To Date,Last Month Payment was Received,Last Amount Received as Payment,Loan Status
26710,57212,36 months,17.33%,2049.300716,DC,2 years,Rental,569388,Not Verified,04-11-2011,Pay Credit Card Bill,West Bengal,11.74042422,0,17-07-2000,61,,4,0,26283,0.967867695,19,0,01-09-2014,2192.190716,???
26711,203493,59 months,12.78%,4662.765422,CA,10 years and above,Under Mortgage,614758,Verified,04-05-2011,Pay Credit Card Bill,Uttarakhand,24.62521093,0,27-03-1999,,,9,0,167611,0.766383478,26,0,01-08-2014,4662.765422,???
26712,330200,44 months,8.68%,8788.703149,AE,10 years and above,Under Mortgage,1055709,Verified,11-09-2011,Start Business,Uttarakhand,0.093320998,0,19-09-2003,,,6,0,6434,0.025707982,17,0,01-03-2015,9266.983149,???
26713,65808,60 months,15.99%,1600.08505,EA,2 years,Under Mortgage,1542006,Not Verified,02-02-2011,Purchase Car,Karnataka,7.593846116,0,03-04-2000,,,6,0,261977,0.963337453,25,0,01-04-2015,13982.78505,???
26714,105769,51 months,16.30%,2887.836182,DE,2 years,Rental,646103,Verified,29-06-2010,Pay-off Other Loans,Kerala,14.74838947,0,06-01-2006,,,8,0,94622,0.51981458,9,0,01-05-2011,80846.70618,???
26715,220116,36 months,10.06%,7108.518113,BB,3 years,Rental,1535785,Verified,07-04-2011,Pay-off Other Loans,Uttar Pradesh,5.210194574,0,04-08-1999,,,8,0,15810,0.036982325,27,0,01-03-2013,88332.95811,???
26716,54976,46 months,10.98%,1469.507836,BC,1 year,Rental,280920,Source Verified,21-08-2011,Pay-off Other Loans,West Bengal,14.96783296,1,09-10-2002,17,,6,0,15607,0.242933071,20,0,01-04-2015,1667.177836,???
26717,35079,36 months,15.63%,1226.880599,DA,Not available,Rental,393318,Verified,07-07-2011,Pay-off Other Loans,Assam,7.426834337,0,19-05-1999,,,5,0,104697,0.994809874,12,0,01-12-2012,19943.2706,???
26718,105513,43 months,6.82%,2772.8631,AB,4 years,Under Mortgage,594050,Not Verified,01-12-2011,Pay-off Other Loans,Rajasthan,3.086897364,0,08-04-1999,,,9,0,42968,0.187854272,34,0,01-05-2015,2883.3031,???
26719,36654,60 months,12.53%,825.1499983,BD,5 years,Under Mortgage,472295,Verified,11-11-2011,Pay-off Other Loans,Arunachal Pradesh,11.21935955,0,30-03-1995,45,,5,0,77143,0.324292211,20,0,01-09-2015,825.1499983,???
26720,176131,47 months,11.69%,4688.300396,BE,10 years and above,Rental,823935.92,Source Verified,15-11-2010,Pay-off Other Loans,Uttar Pradesh,19.26916616,0,22-12-1999,57,,3,0,34449,0.530271763,19,0,01-08-2014,5488.220396,???
26721,149591,51 months,22.41%,4573.359689,GB,4 years,Own,432582,Verified,26-07-2011,Pay-off Other Loans,Maharashtra,14.1835534,2,05-05-2003,19,,7,0,1381,0.020281609,10,0,01-09-2011,4573.359689,???
26722,57124,53 months,17.09%,1542.433716,DC,1 year,Rental,398452,Source Verified,04-11-2011,Pay Credit Card Bill,Madhya Pradesh,19.64883522,0,18-05-1999,34,,10,0,55756,0.60244856,25,0,01-02-2012,1542.433716,???
26723,275174,59 months,18.34%,7112.324241,DE,10 years and above,Under Mortgage,676822,Verified,10-11-2011,Pay-off Other Loans,Arunachal Pradesh,18.52730361,0,09-08-1998,,,13,0,159877,0.81170964,44,0,01-10-2013,652.5742413,???
26724,23040,39 months,6.77%,659.798641,AB,10 years and above,Under Mortgage,815938,Not Verified,15-05-2010,Purchase Car,Tamil Nadu,2.335787937,0,23-09-1990,,,8,0,9584,0.040957514,30,0,01-10-2012,3363.048641,???
26725,52648,60 months,13.23%,1204.140491,CA,10 years and above,Under Mortgage,987528,Not Verified,01-08-2010,Others,Bihar,16.5741514,0,13-08-1994,,,13,0,335903,0.763936747,36,173.6393114,01-06-2015,1277.620491,???
26726,109913,48 months,11.41%,2862.872521,BD,Less than 1 year,Rental,721863,Source Verified,28-09-2011,Pay-off Other Loans,Uttar Pradesh,10.09720319,0,25-12-1984,,,7,0,134758,0.921241418,20,150.3109477,01-03-2015,21029.59252,???
26727,71495,37 months,10.97%,2286.176125,BD,2 years,Own,599419,Not Verified,24-04-2010,Pay-off Other Loans,Bihar,14.02202788,0,19-10-2003,,,8,0,62710,0.317727726,16,0,01-03-2013,2534.226125,???
26728,131959,44 months,12.08%,3727.026978,BE,Less than 1 year,Under Mortgage,745715,Source Verified,01-09-2011,Pay-off Other Loans,Himachal Pradesh,14.6129179,1,10-08-2000,9,,10,0,165363,0.482264797,23,0,01-04-2014,49212.90698,???
26729,61435,37 months,11.24%,1972.430218,BE,Less than 1 year,Rental,493974,Not Verified,16-03-2010,Pay Credit Card Bill,West Bengal,20.40286581,0,10-02-2004,,,4,0,165384,0.874017863,12,0,01-07-2011,69.21021791,???
26730,274882,48 months,7.85%,6691.105766,AD,2 years,Under Mortgage,2209063,Verified,14-12-2011,Start Business,Maharashtra,12.48228762,0,02-04-1996,,,12,0,157751,0.155491352,28,0,01-01-2015,81815.82577,???
26731,373361,37 months,7.75%,11377.13288,AD,7 years,Under Mortgage,1006423,Verified,18-12-2011,Pay-off Other Loans,Andhra Pradesh,24.36656248,0,19-01-1988,,,15,0,1032887,0.609050258,30,0,01-12-2014,11504.62288,???
26732,33157,45 months,8.34%,860.6076662,AE,10 years and above,Under Mortgage,1207710,Source Verified,30-10-2011,Others,West Bengal,15.87765456,0,12-01-1987,69,,21,0,126161,0.392523439,36,0,01-03-2014,14855.35767,???
26733,43998,37 months,12.69%,1443.130702,CB,7 years,Other,130874,Verified,02-08-2009,Pay-off Other Loans,Maharashtra,12.02768908,0,04-04-2005,,,5,0,41201,0.755775379,10,0,01-08-2012,1477.560702,???
26734,35162,44 months,11.77%,987.7771028,BC,5 years,Rental,705698,Verified,09-12-2011,Pay-off Other Loans,Meghalaya,18.22037183,0,03-11-2003,47,,8,0,31609,0.509765341,13,0,01-09-2012,33709.5871,???
26735,121041,42 months,7.49%,3284.98206,AD,Less than 1 year,Rental,1522518,Verified,11-06-2011,Pay-off Other Loans,Madhya Pradesh,0.593909969,0,18-03-1997,,,5,0,0,0,21,0,01-03-2012,112197.4121,???
26736,127249,60 months,15.02%,3028.583092,DB,10 years and above,Under Mortgage,1151793,Verified,04-04-2011,Pay-off Other Loans,Bihar,15.37803534,0,09-08-1990,,,11,0,378718,0.809011615,17,0,01-09-2015,3028.583092,???
26737,165034,44 months,13.12%,4744.840684,CA,4 years,Rental,2314955,Source Verified,16-09-2011,Medical,Kerala,11.87360526,0,07-04-2001,,,18,0,203129,0.796912384,31,0,01-03-2015,4859.130684,???
26738,54986,36 months,9.58%,1763.464669,BA,4 years,Rental,497260,Not Verified,07-04-2011,Others,Uttar Pradesh,12.19928087,0,17-04-1997,69,,8,0,19901,0.839568199,11,0,01-12-2012,25129.33467,???
26739,39557,40 months,5.82%,1090.263363,AB,3 years,Rental,399660,Not Verified,18-08-2011,Pay Credit Card Bill,Uttar Pradesh,4.255473127,0,17-02-2000,,,6,0,71489,0.820845189,5,0,01-11-2014,1098.953363,???
26740,98923,40 months,10.57%,2945.221654,BB,4 years,Under Mortgage,611116,Not Verified,25-09-2011,Pay-off Other Loans,Maharashtra,8.429276857,0,11-05-2003,45,,12,0,113419,0.450000501,22,0,01-11-2014,3145.201654,???
26741,36230,53 months,13.04%,902.8899054,CA,7 years,Rental,339821,Not Verified,28-07-2010,Others,West Bengal,18.38325197,0,04-09-2000,,,4,0,0,0,3,0,01-10-2010,902.8899054,???
26742,65844,36 months,6.89%,2029.747264,AC,8 years,Own,722830,Source Verified,27-06-2011,Pay-off Other Loans,Uttar Pradesh,17.75136132,0,21-12-1990,,,11,0,60176,0.313266103,38,0,01-10-2012,38652.70726,???
26743,131874,58 months,14.62%,3184.395355,CC,9 years,Own,893900,Verified,14-11-2011,Home Renovation,Tamil Nadu,13.27650182,0,16-07-1999,,,18,0,227989,0.39472226,45,0,01-09-2013,94714.18535,???
26744,65908,37 months,11.37%,2119.984421,BD,3 years,Under Mortgage,506487,Verified,28-09-2011,Pay-off Other Loans,Gujarat,9.340532282,0,01-02-2002,46,,13,0,28847,0.313679232,21,0,01-09-2014,2277.064421,???
26745,109817,36 months,7.85%,3433.844117,AD,2 years,Rental,617869,Source Verified,11-11-2011,Pay-off Other Loans,Uttarakhand,12.6495966,0,15-01-1997,,,12,0,202670,0.619879439,29,0,01-09-2014,6901.154117,???
26746,274822,47 months,10.83%,7200.61388,BC,10 years and above,Rental,655502,Verified,21-06-2010,Pay-off Other Loans,Tripura,20.17432434,0,21-12-1993,,,9,0,334178,0.604850036,32,0,01-06-2011,34.1,???
26747,43984,46 months,10.49%,1165.304844,BD,6 years,Rental,335254,Not Verified,02-04-2008,Others,West Bengal,5.570335371,0,29-04-1991,72,93,3,1,113880,0.646885177,9,0,01-12-2011,1218.764844,???
26748,98877,40 months,11.34%,2980.051769,BD,10 years and above,Rental,765449,Source Verified,02-10-2010,Pay-off Other Loans,Odisha,11.87525041,0,30-04-1988,62,,24,0,216487,0.2632075,57,0,01-01-2014,3285.521769,???
26749,76878,42 months,7.11%,2072.882463,AC,10 years and above,Rental,442038,Source Verified,01-10-2010,Pay-off Other Loans,Bihar,9.056683162,0,24-06-1992,62,,13,0,57744,0.219796999,39,0,01-02-2014,2232.712463,???
26750,219933,60 months,12.82%,4983.559659,BE,7 years,Rental,716218,Source Verified,06-01-2012,Pay-off Other Loans,Uttar Pradesh,15.48791471,0,08-10-1996,,,5,0,124985,0.561169832,19,0,01-07-2014,125076.7197,???
26751,88158,43 months,8.38%,2380.343614,AE,9 years,Under Mortgage,1594165,Verified,03-07-2011,Home Renovation,Assam,2.610400077,0,18-11-1994,71,,7,0,39661,0.432747895,22,0,01-06-2014,23998.75361,???
26752,30938,48 months,15.35%,866.5980466,DC,4 years,Rental,616793,Not Verified,07-11-2009,Others,Punjab,23.05744307,0,09-06-1998,,,10,0,232253,0.982617592,15,0,01-08-2012,13651.56805,???
26753,60523,60 months,14.84%,1434.75293,DB,10 years and above,Own,1107760,Source Verified,02-05-2011,Home Renovation,Karnataka,5.626195915,0,08-06-1984,47,,6,0,280910,0.725301408,33,0,01-10-2012,1434.75293,???
26754,13232,53 months,12.17%,323.9973379,CA,10 years and above,Under Mortgage,563482,Source Verified,07-01-2011,Pay-off Other Loans,Kerala,20.00445873,0,05-04-2001,,,12,0,156184,0.801546555,20,0,01-01-2014,4723.997338,???
26755,44090,45 months,11.36%,1207.878782,BE,Less than 1 year,Rental,241709,Not Verified,07-05-2010,Agriculture,Uttar Pradesh,10.78855578,0,08-01-2005,,,3,0,81442,0.752893955,10,0,01-03-2011,1207.878782,???
26756,27633,48 months,14.10%,756.4303982,CC,5 years,Under Mortgage,468893,Not Verified,17-07-2010,Home Renovation,Tripura,4.868203906,0,08-08-2002,,,3,0,70242,0.357639849,6,0,01-02-2012,23112.3904,???
26757,131977,42 months,9.85%,3727.621752,BA,5 years,Rental,644667,Not Verified,15-11-2011,Pay-off Other Loans,Himachal Pradesh,6.626786974,0,11-08-1992,,,9,0,16811,0.074670151,14,0,01-02-2014,58679.22175,???
26758,165041,42 months,9.02%,4596.894696,AE,Less than 1 year,Own,256739,Not Verified,03-12-2009,Pay-off Other Loans,Himachal Pradesh,10.49981208,0,24-11-1994,,,7,0,90271,0.239706139,26,0,01-12-2012,212.2946961,???
26759,153821,60 months,10.42%,3299.770276,BB,10 years and above,Under Mortgage,893205,Source Verified,26-10-2011,Agriculture,Tripura,12.53653336,0,19-11-1991,,,8,0,165906,0.314450768,26,0,01-09-2015,3299.770276,???
26760,145364,45 months,6.09%,3621.246237,AC,3 years,Rental,825299,Verified,20-12-2010,Pay-off Other Loans,Bihar,3.050018546,0,30-06-2001,,,7,0,91383,0.222837603,13,0,01-07-2014,3952.456237,???
26761,66138,47 months,11.87%,1766.522793,BE,4 years,Rental,891124,Source Verified,28-07-2010,Relocation,Madhya Pradesh,17.73184863,0,05-08-1998,,,9,0,202648,0.836012019,18,175.2450601,01-04-2013,1766.522793,???
26762,115871,52 months,14.64%,3022.260275,DB,8 years,Rental,536967,Source Verified,25-12-2010,Agriculture,Assam,12.40305238,0,24-10-1996,,,9,0,216840,0.7853743,6,170.9919754,01-05-2010,117917.4803,???
26763,110175,47 months,16.72%,3210.808809,DB,3 years,Rental,542749,Source Verified,14-12-2011,Pay-off Other Loans,Haryana,19.92403335,1,31-10-2000,14,,12,0,164681,0.813494673,26,0,01-05-2013,95923.86881,???
26764,66178,48 months,5.88%,1550.548346,AA,Not available,Under Mortgage,333927,Source Verified,19-12-2011,Agriculture,Nagaland,5.861566732,0,16-06-1998,,,11,0,54386,0.104140275,19,0,01-10-2014,26801.26835,???
26765,158363,46 months,16.67%,4682.416595,EB,1 year,Under Mortgage,601825,Not Verified,02-02-2010,Pay Credit Card Bill,Haryana,17.08045238,0,27-09-2001,,,15,0,182025,0.21509946,23,0,01-10-2013,5032.326595,???
26766,132113,43 months,14.10%,3930.990771,CC,5 years,Own,608566,Verified,30-07-2010,Pay-off Other Loans,Jammu and Kashmir,8.51002431,0,05-03-1989,34,,10,0,79578,0.320173544,21,0,01-09-2013,17472.10077,???
26767,110090,36 months,8.38%,3469.125033,AE,5 years,Rental,889957,Source Verified,05-08-2011,Pay-off Other Loans,Manipur,20.70616349,0,04-05-1994,56,,13,0,253968,0.439407532,27,0,01-02-2014,20716.35503,???
26768,263815,49 months,12.69%,6926.935781,CA,10 years and above,Under Mortgage,1797791,Verified,12-05-2011,Home Renovation,Odisha,1.142775118,1,25-10-1999,9,,17,0,106551,0.072322032,35,0,01-09-2012,168272.0758,???
26769,70833,43 months,13.72%,2094.565474,CE,Less than 1 year,Rental,777062,Source Verified,07-12-2010,Pay-off Other Loans,Jammu and Kashmir,21.10579958,1,20-03-2001,24,,12,0,90737,0.692000675,18,0,01-08-2013,905.1354741,???
26770,16574,39 months,6.32%,471.2123763,AC,2 years,Under Mortgage,458609,Not Verified,11-12-2010,Others,Manipur,6.578519715,0,31-07-2001,,,6,0,18935,0.22910919,7,0,01-02-2014,501.6823763,???
26771,70586,48 months,5.31%,1635.633203,AA,10 years and above,Own,410906,Not Verified,28-09-2011,Pay-off Other Loans,Rajasthan,11.27682983,0,06-05-1984,,,8,0,2271,0.016085269,22,0,01-07-2015,3935.513203,???
26772,44138,38 months,9.83%,1356.314036,BA,3 years,Rental,126830,Verified,25-07-2011,Holiday,Uttar Pradesh,12.50746584,0,31-08-2001,,,9,0,36361,0.195669455,14,0,01-12-2011,14641.67404,???
26773,197831,39 months,11.65%,6117.937047,BC,1 year,Rental,770502,Source Verified,08-08-2009,Start Business,Uttar Pradesh,16.88960176,0,23-04-2000,,,8,0,333207,0.555083634,28,0,01-07-2010,5080.087047,???
26774,65838,40 months,7.08%,1852.493495,AC,10 years and above,Under Mortgage,717506,Verified,20-07-2010,Purchase Car,Meghalaya,8.581541268,0,13-06-1990,,,6,0,75993,0.347746239,14,0,01-10-2011,45681.66349,???
26775,125429,39 months,15.05%,4085.985308,DA,1 year,Rental,870945,Source Verified,25-09-2010,Pay-off Other Loans,Kerala,23.77823777,0,01-06-2001,,,8,0,69001,0.827561947,19,0,01-05-2013,18599.05531,???
26776,11006,40 months,11.63%,333.2403891,BD,10 years and above,Rental,257556,Not Verified,15-08-2011,Others,Meghalaya,17.1703586,0,17-08-2003,,,3,0,20253,0.618182414,7,0,01-10-2014,723.6303891,???
26777,55037,43 months,13.11%,1610.792257,CA,2 years,Rental,639296.76,Source Verified,29-09-2010,Agriculture,Bihar,1.333034704,0,10-06-2007,,,7,0,20096,0.511142634,3,0,01-03-2014,1692.192257,???
26778,33067,47 months,7.99%,821.7209216,AE,4 years,Rental,1141832,Verified,14-08-2010,Agriculture,Gujarat,9.968552146,0,25-12-2001,,,13,0,123844,0.390798718,31,0,01-12-2012,11794.33092,???
26779,88121,47 months,15.37%,2507.091743,DB,3 years,Own,568040,Verified,17-09-2010,Home Renovation,Uttar Pradesh,9.976309644,1,05-02-2002,20,,4,0,9831,0.541680892,17,0,01-03-2013,2507.091743,???
26780,49528,42 months,6.95%,1331.910524,AB,3 years,Rental,590683,Not Verified,03-08-2010,Purchase Car,Maharashtra,11.2468891,0,29-04-2000,,,9,0,64681,0.302757697,27,0,01-09-2012,140.25,???
26781,110107,40 months,7.83%,3136.450329,AD,9 years,Under Mortgage,799253,Source Verified,18-12-2011,Purchase Car,Uttarakhand,14.69719324,0,07-12-1999,38,,5,0,68016,0.390108978,48,0,01-02-2014,45948.89033,???
26782,110181,43 months,8.50%,2981.223945,AE,7 years,Under Mortgage,952974,Not Verified,23-04-2008,Pay-off Other Loans,Rajasthan,7.095478751,0,10-04-1997,0,0,13,0,196402,0.329403351,31,0,01-11-2009,2981.223945,???
26783,275159,60 months,13.25%,6296.209013,CA,10 years and above,Rental,1952217,Source Verified,16-10-2010,Others,Assam,2.457721169,0,13-03-1985,,,3,0,59545,0.22622139,15,0,01-09-2015,6461.869013,???
26784,109822,46 months,10.73%,2922.639515,BD,3 years,Rental,528494,Not Verified,14-05-2011,Pay-off Other Loans,Uttarakhand,10.42567108,0,13-04-2004,,,6,0,138525,0.860458345,12,0,01-04-2013,236.5,???
26785,274823,41 months,13.93%,8462.263773,CC,7 years,Under Mortgage,963126,Source Verified,08-09-2010,Home Renovation,Tamil Nadu,4.464120104,0,08-07-1999,,,7,0,69389,0.280256322,25,1334.67128,01-12-2013,18763.21377,???
26786,32852,45 months,15.86%,973.1849121,DB,1 year,Rental,207489,Not Verified,13-10-2011,Agriculture,Karnataka,7.855370845,0,14-03-2007,,,8,0,38003,0.950238572,12,0,01-05-2015,1117.614912,???
26787,66199,48 months,15.31%,1852.682826,DB,2 years,Rental,765934,Not Verified,29-07-2010,Others,Uttar Pradesh,15.45154169,0,25-08-1997,28,,8,0,41158,0.460166393,38,0,01-05-2014,2143.302826,???
26788,132000,47 months,15.65%,3774.462452,DD,4 years,Under Mortgage,2080863,Not Verified,07-12-2009,Pay-off Other Loans,Maharashtra,8.392401962,0,24-05-2000,29,,12,0,365130,0.92915951,25,0,01-10-2013,4088.512452,???
26789,98948,38 months,6.99%,2910.413126,AC,10 years and above,Under Mortgage,771541,Not Verified,30-10-2010,Pay Credit Card Bill,Meghalaya,5.412072055,1,09-10-1989,10,,7,0,63735,0.281772219,19,0,01-11-2013,3126.893126,???
26790,79384,57 months,11.43%,1811.078896,BE,2 years,Rental,790565,Not Verified,24-06-2010,Pay-off Other Loans,Odisha,20.02537645,0,13-06-2000,,,8,0,52612,0.816069823,27,0,01-11-2012,43185.5989,???
26791,99016,46 months,12.71%,2730.400869,BE,4 years,Rental,933925,Verified,12-09-2009,Buy House,Punjab,21.72136356,0,03-03-1996,,,10,0,81029,0.462154786,21,0,01-05-2013,2954.910869,???
26792,109949,60 months,10.66%,2371.773488,BB,Not available,Under Mortgage,661890,Source Verified,13-06-2011,Home Renovation,Karnataka,13.62610711,0,05-09-1991,,,14,0,270534,0.219230016,27,0,01-09-2015,2371.773488,???
26793,32856,42 months,6.20%,872.2354362,AA,6 years,Under Mortgage,870222,Verified,27-11-2011,Agriculture,Bihar,1.124910855,0,21-02-2004,,,10,0,35801,0.101881001,14,0,01-03-2015,901.0554362,???
26794,27351,46 months,7.95%,691.737458,AE,10 years and above,Rental,518358,Verified,01-10-2010,Others,Himachal Pradesh,3.839204101,0,22-11-1994,36,,4,0,74527,0.498502418,23,0,01-12-2013,5762.737458,???
26795,131987,41 months,14.60%,4107.812075,CC,7 years,Rental,585593,Source Verified,08-01-2012,Pay Credit Card Bill,Bihar,15.70578569,0,26-09-2005,,,15,0,171210,0.741643996,21,0,01-11-2013,73688.53208,???
26796,158291,42 months,10.73%,4537.016523,BB,Less than 1 year,Under Mortgage,820155,Source Verified,02-12-2011,Start Business,Uttarakhand,17.42000528,0,07-01-2000,,,15,0,114828,0.515408756,37,0,01-11-2012,4537.016523,???
26797,164844,45 months,12.83%,4634.34031,CA,1 year,Under Mortgage,931104,Verified,31-05-2010,Others,Uttarakhand,12.52998874,0,27-10-2002,,,9,0,414704,0.811754937,19,0,01-10-2012,81223.93031,???
26798,126450,38 months,7.99%,3777.271857,AE,3 years,Under Mortgage,657444,Not Verified,01-02-2010,Pay-off Other Loans,Bihar,4.819377837,0,08-11-1994,44,,9,0,138335,0.376697959,22,0,01-03-2013,3899.261857,???
26799,274806,40 months,7.45%,7779.832228,AD,4 years,Under Mortgage,1488682,Verified,26-09-2011,Pay-off Other Loans,Uttar Pradesh,21.84335522,0,16-07-1991,,,15,0,221138,0.611787983,42,0,01-12-2012,197918.5722,???
26800,105721,60 months,11.52%,2326.389669,BD,8 years,Under Mortgage,1676788,Not Verified,24-10-2010,Home Renovation,Maharashtra,16.54494221,0,24-01-1989,,,8,0,388134,0.45114911,34,0,01-09-2015,2935.459669,???
26801,110193,36 months,6.43%,3373.966189,AB,2 years,Own,798012,Verified,11-10-2011,Pay-off Other Loans,Jharkhand,16.79845953,0,23-01-2003,,,9,0,84674,0.279512033,13,0,01-09-2014,3658.536189,???
26802,38498,38 months,12.05%,1223.593093,BE,10 years and above,Under Mortgage,699812,Source Verified,23-09-2011,Pay-off Other Loans,Daman and Diu,11.49018936,0,21-03-2002,,,7,0,21929,0.94391931,13,0,01-08-2014,2497.173093,???
26803,72542,38 months,16.80%,2474.683908,DD,Less than 1 year,Rental,517169,Source Verified,30-08-2011,Pay-off Other Loans,Uttar Pradesh,9.764086416,1,03-06-1991,5,,8,0,31212,0.46821434,11,0,01-07-2012,56766.28391,???
26804,65805,40 months,7.15%,1853.68207,AD,10 years and above,Rental,669267,Not Verified,13-05-2011,Relocation,Manipur,15.92594534,0,10-07-1991,,,12,0,166453,0.22868463,28,0,01-07-2013,27490.06207,???
26805,87841,39 months,17.00%,2947.173617,EC,4 years,Under Mortgage,1000642,Not Verified,08-05-2010,Home Renovation,West Bengal,13.35220263,0,13-12-2005,,,4,0,129308,0.966760384,5,0,01-08-2012,73.86361675,???
26806,66165,48 months,9.01%,1646.893772,AE,3 years,Rental,456961,Source Verified,26-11-2011,Pay Credit Card Bill,Maharashtra,14.79028465,0,04-12-1988,32,,11,0,33525,0.447584644,25,0,01-10-2015,1701.783772,???
26807,66023,43 months,8.37%,1782.612813,AE,5 years,Rental,327431,Not Verified,07-08-2011,Pay-off Other Loans,Jammu and Kashmir,19.87105886,0,12-03-2000,,86,7,1,32477,0.442225086,18,0,01-12-2013,27885.50281,???
26808,33155,60 months,19.15%,862.7289922,EB,3 years,Rental,586378,Source Verified,24-01-2012,Others,West Bengal,10.54370014,1,29-01-2004,18,,3,0,22311,0.794811865,11,0,01-09-2015,862.7289922,???
26809,38404,36 months,7.75%,1198.957748,AD,6 years,Rental,702616,Source Verified,12-01-2012,Pay-off Other Loans,Uttar Pradesh,14.15972728,0,08-10-1999,,,12,0,54711,0.632183081,24,0,01-11-2014,1241.307748,???
26810,49598,46 months,7.67%,1247.85184,AD,1 year,Under Mortgage,621732,Not Verified,12-06-2011,Medical,Assam,18.90797566,0,05-05-2001,,,7,0,138721,0.52410804,32,0,01-05-2014,16277.81184,???
